cond,trial,method,rec_n,rec_d,recovery_rate,rel_err,r2,mse,nmse,hpp_l1,hpp_l2
30,12,Lasso,1,4,0.24999999999375,0.9766061218264674,-0.05137360485407205,5.484583218437694,0.883712610994346,,
30,13,HPP_EN,4,4,0.999999999975,0.9829118200191249,-0.12594923729629381,6.9166658253977245,0.945854007243136,0.005,0.001
30,13,EN_Fixed,3,4,0.74999999998125,1.0000238099335947,-0.17821944670828205,7.237759849134022,0.9897636129288112,,
30,13,Ridge,4,4,0.999999999975,0.9965483520469904,-0.1747317991387387,7.21633535506605,0.9868338135024838,,
30,13,Lasso,2,4,0.4999999999875,1.0084452848420586,-0.1868582368293894,7.290827627346587,0.9970206312588761,,
30,14,HPP_EN,4,4,0.999999999975,0.9424474058484857,-0.1391667567148569,6.64381233708325,0.9402373502278359,0.005,0.001
30,14,EN_Fixed,2,4,0.4999999999875,0.9883245799431859,-0.1851090649846432,6.911755614639136,0.9781568856569642,,
30,14,Ridge,4,4,0.999999999975,0.9803220097577532,-0.1774694033259585,6.867199821486006,0.9718513160884549,,
30,14,Lasso,1,4,0.24999999999375,0.9873260068851214,-0.18299757636641378,6.899441057486979,0.9764141202086769,,
100,0,HPP_EN,4,4,0.999999999975,0.9832274759143934,-0.19828875789396072,3.9418785057412244,0.9784922107721532,0.05,0.001
100,0,EN_Fixed,2,4,0.4999999999875,0.988754370158561,-0.2097114662454722,3.979454530911744,0.9878197047290523,,
100,0,Ridge,4,4,0.999999999975,0.9885336417226652,-0.20746173729270678,3.972053845439041,0.9859826331199534,,
100,0,Lasso,2,4,0.4999999999875,0.9817241946949014,-0.19889687146202606,3.94387894994736,0.9789887808899124,,
100,1,HPP_EN,4,4,0.999999999975,0.9695901014324875,-0.16635049336976637,9.175777675935288,0.9501016309726898,0.05,0.001
100,1,EN_Fixed,4,4,0.999999999975,0.9853086635028871,-0.19499725116948086,9.401144134989215,0.9734370961371562,,
100,1,Ridge,4,4,0.999999999975,0.985103465054336,-0.196025004797026,9.409229559435467,0.974274297650183,,
100,1,Lasso,4,4,0.999999999975,0.9777216891392176,-0.1797015342967656,9.280811440643973,0.9609773032787706,,
100,2,HPP_EN,2,4,0.4999999999875,0.9891586552676077,-0.08580728350220501,6.695562386676842,0.9546238684753546,0.05,0.001
100,2,EN_Fixed,3,4,0.74999999998125,1.008615571917467,-0.1222114558885139,6.920046428229483,0.9866298168605694,,
100,2,Ridge,4,4,0.999999999975,1.0148442105548692,-0.12331567198214288,6.926855507387084,0.9876006254515128,,
100,2,Lasso,3,4,0.74999999998125,1.0037870217085503,-0.11302944595643583,6.863426140937785,0.9785571450569072,,
100,3,HPP_EN,3,4,0.74999999998125,0.9852201095916466,-0.15164110692253185,10.227195188090285,0.9702528388791994,0.05,0.001
100,3,EN_Fixed,2,4,0.4999999999875,0.9952224040314078,-0.170979668970467,10.398932066473986,0.9865454969078719,,
100,3,Ridge,4,4,0.999999999975,0.9894927667009311,-0.17000836899530758,10.390306397962824,0.9857271807218336,,
100,3,Lasso,2,4,0.4999999999875,0.9954968689138528,-0.1699660720390881,10.389930778141233,0.9856915457122797,,
100,4,HPP_EN,4,4,0.999999999975,0.9563631392926036,-0.11307604062478349,8.109130856991719,0.936602070926938,0.05,0.001
100,4,EN_Fixed,4,4,0.999999999975,0.9724687899457887,-0.14652701597407192,8.352832389053376,0.9647495214542922,,
100,4,Ridge,4,4,0.999999999975,0.9730488011100114,-0.1497282254533301,8.376154269698095,0.9674431913549228,,
100,4,Lasso,4,4,0.999999999975,0.9640313899647964,-0.1148292676820426,8.12190370189219,0.9380773305073277,,
100,5,HPP_EN,3,4,0.74999999998125,0.9943774960966023,-0.12487358544284577,5.9716688149925234,0.9675113986455374,0.05,0.001
100,5,EN_Fixed,4,4,0.999999999975,1.0011285889159987,-0.14650930948645136,6.086527391309896,0.9861204316080252,,
100,5,Ridge,4,4,0.999999999975,1.0035206878091316,-0.14734252106827372,6.090950700456675,0.9868370825395868,,
100,5,Lasso,3,4,0.74999999998125,0.9872303884884559,-0.12013696210696279,5.946523281992811,0.9634373967951402,,
100,6,HPP_EN,4,4,0.999999999975,0.9695201172774974,-0.1343574816951747,7.982115734924362,0.9605812440445066,0.05,0.001
100,6,EN_Fixed,3,4,0.74999999998125,0.9934292478710467,-0.16465574465756183,8.195315052983723,0.9862380088637457,,
100,6,Ridge,4,4,0.999999999975,0.9903088699864591,-0.16463321035630973,8.195156486214866,0.986218926671862,,
100,6,Lasso,2,4,0.4999999999875,0.9880722412685589,-0.1524947978811375,8.109742307017774,0.975940040567367,,
100,7,HPP_EN,2,4,0.4999999999875,0.9889821911455694,-0.18597128092649307,10.106934970128174,0.967510008007766,0.05,0.001
100,7,EN_Fixed,3,4,0.74999999998125,0.9942404231118742,-0.20831507566451846,10.297350441425838,0.98573797471622,,
100,7,Ridge,4,4,0.999999999975,0.9951745079521647,-0.2092904121390582,10.305662330997453,0.9865336498016699,,
100,7,Lasso,2,4,0.4999999999875,0.9891422069269667,-0.18582056574953487,10.105650564243287,0.9673870552479389,,
100,8,HPP_EN,2,4,0.4999999999875,0.991176920341927,-0.11647292798800235,8.294821575700833,0.9556726829031871,0.05,0.001
