kappa_target,kappa_actual,run_id,method,mse,support_recall,support_precision,rel_err
50,40.62586175166733,8,Lasso,1.137537508972036e-07,1.0,0.8,0.00035391662780471465
50,40.62586175166733,8,Ridge,0.4839389475487888,1.0,0.4,0.7299840855453275
50,46.70562279054,9,EN_Fixed,0.015949627769899156,1.0,0.5,0.08030191122089408
50,46.70562279054,9,EN_Dynamic,2.3342263942316923,0.75,0.5,0.9714536705604769
50,46.70562279054,9,OMP,5.36679800007427,0.25,0.25,1.4730185988406255
50,46.70562279054,9,Lasso,0.002464226647955445,1.0,0.5,0.03156391975774161
50,46.70562279054,9,Ridge,1.149216895885733,1.0,0.4,0.6816345682119325
50,22.562953014718953,10,EN_Fixed,0.0055544341082704625,1.0,0.6666666666666666,0.05794748859577985
50,22.562953014718953,10,EN_Dynamic,1.2094556176548348,0.5,1.0,0.8550857660767619
50,22.562953014718953,10,OMP,0.9238282841001506,0.75,0.75,0.7473264206623677
50,22.562953014718953,10,Lasso,1.0283246962557692e-06,1.0,0.6666666666666666,0.0007884603202685701
50,22.562953014718953,10,Ridge,0.08412586316164726,1.0,0.4,0.22551709874783296
50,41.74985786860124,11,EN_Fixed,0.00044420333610182324,1.0,0.4444444444444444,0.014978154248296996
50,41.74985786860124,11,EN_Dynamic,1.8490873407081978,0.5,0.5,0.9663759282537593
50,41.74985786860124,11,OMP,0.07017525079856339,0.75,0.75,0.18826057356243106
50,41.74985786860124,11,Lasso,0.0004438832930355117,1.0,0.4444444444444444,0.014972757487650276
50,41.74985786860124,11,Ridge,0.6466396839255147,1.0,0.4,0.5714767517234683
50,25.592434477334898,12,EN_Fixed,0.00048790900242055916,1.0,0.5714285714285714,0.023881527483463564
50,25.592434477334898,12,EN_Dynamic,0.8554893925243302,0.0,0.0,1.0
50,25.592434477334898,12,OMP,1.3096323621833203e-33,1.0,1.0,3.9126174245205565e-17
50,25.592434477334898,12,Lasso,5.57800150261699e-10,1.0,1.0,2.5534772857698673e-05
50,25.592434477334898,12,Ridge,0.21988844439074767,1.0,0.4,0.5069835743475324
50,25.53683086017577,13,EN_Fixed,0.0007172316398192914,1.0,0.5714285714285714,0.019861639972987667
50,25.53683086017577,13,EN_Dynamic,1.5757707458151244,0.75,0.5,0.9309618882871887
50,25.53683086017577,13,OMP,1.1450645030199407,0.75,0.75,0.7935976284223628
50,25.53683086017577,13,Lasso,7.989088883118494e-08,1.0,0.8,0.00020962062518137018
50,25.53683086017577,13,Ridge,0.32066539848966996,1.0,0.4,0.41996339247993136
50,22.214948808088565,14,EN_Fixed,3.978432056126791e-09,1.0,0.6666666666666666,8.670031716157191e-05
50,22.214948808088565,14,EN_Dynamic,0.4649358091391975,1.0,0.5714285714285714,0.9372624364034569
50,22.214948808088565,14,OMP,0.19135561171870671,0.75,0.75,0.6012918465074912
50,22.214948808088565,14,Lasso,4.0806866882474265e-10,1.0,0.8,2.776715208950185e-05
50,22.214948808088565,14,Ridge,0.17441465515150834,1.0,0.4,0.5740585639218286
50,27.135640812703077,15,EN_Fixed,2.4491077328614772e-08,1.0,1.0,0.000132235998690379
50,27.135640812703077,15,EN_Dynamic,1.2050683520889998,1.0,0.5,0.9275804681803307
50,27.135640812703077,15,OMP,0.4142070793979781,0.5,0.5,0.5438191708769073
50,27.135640812703077,15,Lasso,3.1809398083809217e-08,1.0,0.8,0.0001507035491603532
50,27.135640812703077,15,Ridge,0.31735766844368263,1.0,0.4,0.47601457788492335
50,30.18275435367051,16,EN_Fixed,7.97026787101973e-08,1.0,0.8,0.0002898721459714201
50,30.18275435367051,16,EN_Dynamic,0.7737604719720922,1.0,0.6666666666666666,0.9031778884680975
50,30.18275435367051,16,OMP,0.3122185731660352,0.75,0.75,0.5737192131916666
50,30.18275435367051,16,Lasso,6.112821788246196e-08,1.0,0.5714285714285714,0.0002538580233583084
50,30.18275435367051,16,Ridge,0.9016578372099302,1.0,0.4,0.974969225907617
