cond,trial,method,rec_n,rec_d,recovery_rate,rel_err,r2,mse,nmse,lambda1,lambda2
10,10,sparseho_EN,4,4,0.999999999975,0.7816664774106054,0.23953635063332834,7.2623777707921295,0.6111584018206294,9e-05,9.999999999999997e-06
10,10,HPP_sparseho,4,4,0.999999999975,0.7995053662654854,0.18999631253191218,7.735481872180211,0.6509720214951658,9e-05,9.999999999999997e-06
10,10,EN_manual,3,4,0.74999999998125,0.9380124299388788,-0.0888915639884531,10.398842726669052,0.8751045872572308,9e-05,9.999999999999997e-06
10,10,Ridge,4,4,0.999999999975,0.9359416353657931,-0.0893344420016271,10.403072182528941,0.8754605130387699,9e-05,9.999999999999997e-06
10,11,sparseho_EN,3,4,0.74999999998125,0.9691381389343533,-0.11259587581658859,4.714280617139581,0.9215285732749987,0.0071968567300115215,0.06477171057010368
10,11,HPP_sparseho,3,4,0.74999999998125,0.9315207888474375,-0.001315844083600748,4.242765929662901,0.8293587826925629,0.0071968567300115215,0.06477171057010368
10,11,EN_manual,3,4,0.74999999998125,0.9729067845801355,-0.11274736881376812,4.71492252182012,0.9216540502146373,0.0071968567300115215,0.06477171057010368
10,11,Ridge,3,4,0.74999999998125,0.9669203983617012,-0.11161990688298151,4.7101452508968675,0.9207202085502172,0.0071968567300115215,0.06477171057010368
10,12,sparseho_EN,3,4,0.74999999998125,0.9694447751723209,-0.08505732388657816,7.234709091151279,0.9283771647569868,0.04913681120862194,0.11465255948678452
10,12,HPP_sparseho,3,4,0.74999999998125,0.9006844829270589,0.05159814320863476,6.323547506979891,0.8114544803074996,0.04913681120862194,0.11465255948678452
10,12,EN_manual,3,4,0.74999999998125,0.960144508937431,-0.04487987322902409,6.966822629180472,0.8940012595329023,0.04913681120862194,0.11465255948678452
10,12,Ridge,3,4,0.74999999998125,0.9531131407849254,-0.04858684416192349,6.991539163245989,0.8971729511004913,0.04913681120862194,0.11465255948678452
10,13,sparseho_EN,4,4,0.999999999975,0.7462388654232133,0.3593714057340712,3.8390536518438525,0.5265197401496479,0.0054948620669267945,0.0006105402296585326
10,13,HPP_sparseho,4,4,0.999999999975,0.6960909685130678,0.3907010951258779,3.651306243209105,0.5007704993802048,0.0054948620669267945,0.0006105402296585326
10,13,EN_manual,3,4,0.74999999998125,0.9074845558369965,0.05364665680181113,5.671150633391059,0.7777887543739961,0.0054948620669267945,0.0006105402296585326
10,13,Ridge,4,4,0.999999999975,0.8966686080288392,0.042127039283793244,5.74018350219559,0.7872564960210267,0.0054948620669267945,0.0006105402296585326
10,14,sparseho_EN,4,4,0.999999999975,0.5567453424744814,0.39107816744384194,4.411954949415723,0.513800097659076,0.012505459449358236,0.001389495494373137
