src_type,sparsity,noise_level,run_id,method,track,m,n,n_zero_cols,mse,support_recall,support_precision,rel_err,smooth_err,corr,obs_mse,unobs_mse,obs_relerr,unobs_relerr,unobs_true_norm,unobs_est_norm
pure_sparse,0.7545379815165902,0.01,5,OMP,phits,8,12,5,0.9651792507235992,0.0,0.0,1.0,0.9779294943292182,0.0,0.0,2.316430201736638,0.0,1.0,3.4032559422828004,0.0
pure_sparse,0.671111576995515,0.01,6,EN,phits,8,12,5,22022588.03414071,0.5,0.5,3871.592051245513,10735.533504138244,0.5488290788863712,37753007.102170244,1.3388993662332305,4915.761590536335,1.0,2.5873725729330426,0.0
pure_sparse,0.671111576995515,0.01,6,Lasso,phits,8,12,5,5343720.800855407,0.5,1.0,1907.1167989570827,5339.727340283538,0.5541900421166756,9160663.273681149,1.3388993662332305,2421.4666768270467,1.0,2.5873725729330426,0.0
pure_sparse,0.671111576995515,0.01,6,Ridge,phits,8,12,5,24210155.835612077,0.5,0.2857142857142857,4059.328562927703,11339.803574661446,0.552908777986353,41503123.33326401,1.3388993662332305,5154.130701716094,1.0,2.5873725729330426,0.0
pure_sparse,0.671111576995515,0.01,6,OMP,phits,8,12,5,22028449.0412712,0.5,0.5,3872.10720230387,10736.922504138098,0.5488290434544089,37763054.54296537,1.3388993662332305,4916.415678006456,1.0,2.5873725729330426,0.0
pure_sparse,0.7274390984894004,0.01,7,EN,phits,8,12,5,5347904.632374905,0.5,0.4,3141.9705451069594,0.8745844628870086,0.000117571103957342,9167836.001141112,0.7161022153294381,4687.878457891167,1.0,1.8922238442232966,0.0
pure_sparse,0.7274390984894004,0.01,7,Lasso,phits,8,12,5,1654402.986616942,0.25,0.5,1747.5553302980013,0.877800350825852,0.00021039594398385888,2836118.894127461,0.7161022153294381,2607.3848748895825,1.0,1.8922238442232966,0.0
pure_sparse,0.7274390984894004,0.01,7,Ridge,phits,8,12,5,12052845.655293277,0.5,0.2857142857142857,4716.882739600188,341.6299222180515,0.012270217061620937,20662020.61185832,0.7161022153294381,7037.676836582174,1.0,1.8922238442232966,0.0
pure_sparse,0.7274390984894004,0.01,7,OMP,phits,8,12,5,12159055.423298942,0.5,0.5,4737.619759476691,684.3060574342034,0.02436715657740712,20844094.499868035,0.7161022153294381,7068.616856952899,1.0,1.8922238442232966,0.0
pure_sparse,0.6554525426756136,0.01,8,EN,phits,8,12,5,20189.72006908594,0.4,1.0,155.3532063918756,246.32710972844373,0.3722385637380416,34610.25096644842,0.9768127784721201,216.7996595876995,1.0,2.2099918308357163,0.0
pure_sparse,0.6554525426756136,0.01,8,Lasso,phits,8,12,5,20183.981696483206,0.4,1.0,155.33112738499634,246.2921321424982,0.372239089706429,34600.413756272304,0.9768127784721201,216.7688471069588,1.0,2.2099918308357163,0.0
pure_sparse,0.6554525426756136,0.01,8,Ridge,phits,8,12,5,115862.23664113255,0.6,0.42857142857142855,372.1568580429944,700.9315841802576,-0.11701515174591287,198620.27937567115,0.9768127784721201,519.3594233311293,1.0,2.2099918308357163,0.0
pure_sparse,0.6554525426756136,0.01,8,OMP,phits,8,12,5,89600.16809466272,0.6,0.75,327.2724779210643,704.28051554891,0.004064875700296968,153599.59043886577,0.9768127784721201,456.72128358761273,1.0,2.2099918308357163,0.0
pure_sparse,0.7341970784960945,0.01,9,EN,phits,8,12,5,0.9025092184328051,0.25,0.5,0.9575099853239113,0.6317244089454565,0.2884058005603392,0.8628362802980215,0.9580513318215023,0.9274095005801002,1.0,2.1886654973082367,0.0
